City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Current Description,Date
235,Brae,60.3964,-1.353,42.71,78,97,2.19,GB,overcast clouds,2021-06-07 04:21:58
236,Bretigny-Sur-Orge,48.6114,2.3059,57.81,91,0,4.47,FR,clear sky,2021-06-07 04:21:58
237,Hamilton,39.1834,-84.5333,72.79,92,1,6.2,US,clear sky,2021-06-07 04:19:03
238,Sambava,-14.2667,50.1667,72.95,82,41,13.38,MG,scattered clouds,2021-06-07 04:21:59
239,Jalu,29.0331,21.5482,71.2,36,0,9.1,LY,clear sky,2021-06-07 04:21:59
240,Rio Claro,-22.4114,-47.5614,57.79,77,17,1.99,BR,few clouds,2021-06-07 04:21:59
241,Ratangarh,28.0833,74.6,97.14,29,0,19.57,IN,clear sky,2021-06-07 04:22:00
242,Luanda,-8.8368,13.2343,77.0,83,75,3.44,AO,broken clouds,2021-06-07 04:22:00
243,Cap Malheureux,-19.9842,57.6142,76.46,78,12,3.0,MU,few clouds,2021-06-07 04:22:00
244,Iganga,0.6092,33.4686,63.75,91,49,2.3,UG,scattered clouds,2021-06-07 04:22:01
245,Alvorada,-12.48,-49.1247,72.64,56,99,3.76,BR,overcast clouds,2021-06-07 04:22:01
246,Nanortalik,60.1432,-45.2371,42.28,76,100,7.49,GL,overcast clouds,2021-06-07 04:22:02
247,Kharod,21.75,82.5667,99.88,30,5,13.0,IN,clear sky,2021-06-07 04:22:02
248,Kahului,20.8947,-156.47,80.62,71,40,17.27,US,scattered clouds,2021-06-07 04:22:02
249,Taoudenni,22.6783,-3.9836,97.07,10,36,2.95,ML,scattered clouds,2021-06-07 04:22:03
250,Coihaique,-45.5752,-72.0662,42.75,87,75,3.44,CL,light rain,2021-06-07 04:22:03
251,Roma,43.2128,-75.4557,73.89,84,1,0.0,US,clear sky,2021-06-07 04:19:42
252,Belmonte,-15.8631,-38.8828,72.1,88,41,5.44,BR,scattered clouds,2021-06-07 04:22:03
253,Morehead,37.2711,-87.1764,71.83,94,90,0.0,US,overcast clouds,2021-06-07 04:22:04
254,Jinchang,38.4953,102.1739,73.42,24,0,8.68,CN,clear sky,2021-06-07 04:22:04
255,Lac Du Bonnet,50.2536,-96.0612,64.58,74,11,6.22,CA,few clouds,2021-06-07 04:22:04
256,Awbari,26.5921,12.7805,78.01,20,53,7.11,LY,broken clouds,2021-06-07 04:22:05
257,Pahalgam,34.0333,75.3333,66.45,37,0,3.15,IN,clear sky,2021-06-07 04:22:05
258,Katsuura,35.1333,140.3,77.04,82,98,4.52,JP,overcast clouds,2021-06-07 04:22:05
259,Pangody,65.85,74.4859,42.78,45,41,12.73,RU,scattered clouds,2021-06-07 04:22:06
260,Candelaria,13.9311,121.4233,87.39,53,100,3.67,PH,overcast clouds,2021-06-07 04:22:06
261,Coracora,-15.0333,-73.7833,44.49,39,6,3.31,PE,clear sky,2021-06-07 04:22:07
262,Bell Ville,-32.6259,-62.6887,44.67,72,100,5.91,AR,overcast clouds,2021-06-07 04:22:07
263,Carrickfergus,54.7158,-5.8058,51.76,93,100,3.62,GB,overcast clouds,2021-06-07 04:22:07
264,Ixtapa,20.7,-105.2,82.22,78,1,0.0,MX,clear sky,2021-06-07 04:18:54
265,Paoua,7.2427,16.4406,67.95,89,86,3.65,CF,overcast clouds,2021-06-07 04:22:08
266,Sinnamary,5.3833,-52.95,76.57,89,100,5.41,GF,overcast clouds,2021-06-07 04:22:08
267,Maarianhamina,60.0973,19.9348,60.66,82,0,0.0,AX,clear sky,2021-06-07 04:22:09
268,Lisakovsk,52.5369,62.4936,69.85,29,99,3.2,KZ,overcast clouds,2021-06-07 04:22:09
269,Sangar,63.9242,127.4739,45.46,88,100,3.0,RU,overcast clouds,2021-06-07 04:22:09
270,Noumea,-22.2763,166.4572,73.38,99,61,10.4,NC,broken clouds,2021-06-07 04:22:10
271,Campbell River,50.0163,-125.2446,51.33,79,75,4.61,CA,broken clouds,2021-06-07 04:22:10
272,Tchibanga,-2.85,11.0333,70.45,98,89,0.45,GA,overcast clouds,2021-06-07 04:22:10
273,Manturovo,58.3353,44.7619,67.05,62,1,1.9,RU,clear sky,2021-06-07 04:22:11
274,Alofi,-19.0595,-169.9187,78.69,69,8,5.75,NU,clear sky,2021-06-07 04:22:11
275,Ahmadpur,18.7,76.9333,86.68,52,28,10.18,IN,scattered clouds,2021-06-07 04:22:11
276,Tarija,-21.5355,-64.7296,52.99,65,52,0.87,BO,broken clouds,2021-06-07 04:22:12
277,New Port Richey,28.2442,-82.7193,82.98,85,100,1.99,US,overcast clouds,2021-06-07 04:22:12
278,Sur,22.5667,59.5289,86.99,66,0,10.33,OM,clear sky,2021-06-07 04:22:12
279,Artyom,40.4723,50.333,73.54,74,0,1.5,AZ,clear sky,2021-06-07 04:22:13
280,Lazaro Cardenas,17.9583,-102.2,81.32,79,92,4.38,MX,overcast clouds,2021-06-07 04:22:13
281,San Quintin,30.4833,-115.95,68.43,78,33,6.71,MX,scattered clouds,2021-06-07 04:22:13
282,Acapulco,16.8634,-99.8901,83.16,80,100,8.25,MX,overcast clouds,2021-06-07 04:17:56
283,Grenville,12.1167,-61.6167,80.65,81,39,18.48,GD,scattered clouds,2021-06-07 04:22:14
284,Maltahohe,-24.8333,16.9833,45.97,53,2,8.79,NA,clear sky,2021-06-07 04:22:14
285,Arraial Do Cabo,-22.9661,-42.0278,71.78,87,20,6.71,BR,few clouds,2021-06-07 04:22:14
286,Faanui,-16.4833,-151.75,81.28,76,31,11.07,PF,scattered clouds,2021-06-07 04:22:15
287,Shache,38.4167,77.2406,87.35,15,100,5.55,CN,overcast clouds,2021-06-07 04:22:15
288,Acarau,-2.8856,-40.12,76.44,86,9,7.7,BR,clear sky,2021-06-07 04:22:15
289,Teguise,29.0605,-13.564,64.62,77,0,15.05,ES,clear sky,2021-06-07 04:22:16
290,Nikolskoye,59.7035,30.7861,64.8,71,87,2.8,RU,overcast clouds,2021-06-07 04:22:16
291,Slave Lake,55.2834,-114.769,55.38,67,1,0.0,CA,clear sky,2021-06-07 04:22:16
292,Laguna,38.421,-121.4238,79.18,44,1,5.99,US,clear sky,2021-06-07 04:22:17
293,Novichikha,52.204,81.3877,71.02,46,0,8.77,RU,clear sky,2021-06-07 04:22:17
294,Chicama,-7.8447,-79.1469,64.62,88,98,4.92,PE,overcast clouds,2021-06-07 04:22:18
295,Port Hawkesbury,45.6169,-61.3485,51.58,89,1,2.3,CA,clear sky,2021-06-07 04:22:18
296,Gigmoto,13.7796,124.39,85.91,72,100,6.17,PH,overcast clouds,2021-06-07 04:22:18
297,Chenzhou,25.8,113.0333,89.92,46,66,1.99,CN,broken clouds,2021-06-07 04:22:19
298,Touros,-5.1989,-35.4608,74.3,86,42,12.93,BR,scattered clouds,2021-06-07 04:22:19
299,Mecca,21.4267,39.8261,86.52,47,5,4.45,SA,clear sky,2021-06-07 04:21:11
300,Zholymbet,51.7433,71.7122,69.48,31,10,6.44,KZ,clear sky,2021-06-07 04:22:19
301,Sovetskiy,61.3614,63.5842,55.24,36,93,4.21,RU,overcast clouds,2021-06-07 04:22:20
302,Krk,45.0258,14.5731,70.79,84,100,5.68,HR,overcast clouds,2021-06-07 04:22:20
303,Caravelas,-17.7125,-39.2481,71.92,85,42,3.51,BR,scattered clouds,2021-06-07 04:22:20
304,Omboue,-1.5746,9.2618,75.15,96,99,5.17,GA,overcast clouds,2021-06-07 04:22:21
305,Paamiut,61.994,-49.6678,38.08,96,100,5.3,GL,light rain,2021-06-07 04:22:21
306,Seguin,29.5688,-97.9647,81.66,89,1,5.99,US,clear sky,2021-06-07 04:22:21
307,Torbay,47.6666,-52.7314,39.27,92,90,9.22,CA,overcast clouds,2021-06-07 04:22:22
308,Caraballeda,10.6112,-66.8522,78.87,100,96,7.94,VE,overcast clouds,2021-06-07 04:22:22
309,Mayo,38.8876,-76.5119,80.56,87,1,1.01,US,clear sky,2021-06-07 04:22:23
310,Madimba,-10.4,40.3333,67.96,78,1,10.04,TZ,clear sky,2021-06-07 04:22:23
311,Ambulu,-8.345,113.6058,85.59,64,8,6.02,ID,clear sky,2021-06-07 04:22:23
312,Vila Velha,-20.3297,-40.2925,69.94,97,0,1.99,BR,clear sky,2021-06-07 04:22:24
313,Kitimat,54.0524,-128.6534,57.58,80,100,1.97,CA,overcast clouds,2021-06-07 04:22:24
314,Paragould,36.0584,-90.4973,73.74,92,95,9.84,US,overcast clouds,2021-06-07 04:21:38
315,Kutoarjo,-7.7169,109.9128,92.89,63,53,6.02,ID,broken clouds,2021-06-07 04:22:24
316,Challans,46.8436,-1.8749,55.6,87,21,5.21,FR,few clouds,2021-06-07 04:22:25
317,Wad Madani,14.4012,33.5199,86.52,43,92,11.7,SD,overcast clouds,2021-06-07 04:22:25
318,Senneterre,48.3835,-77.2328,73.62,89,100,13.27,CA,overcast clouds,2021-06-07 04:22:25
319,General Roca,-39.0333,-67.5833,46.8,47,96,7.56,AR,overcast clouds,2021-06-07 04:22:26
320,Visnes,59.3556,5.2242,54.57,94,75,5.75,NO,broken clouds,2021-06-07 04:22:26
321,Gushikawa,26.3544,127.8686,85.59,74,75,11.56,JP,moderate rain,2021-06-07 04:22:26
322,Koping,59.514,15.9926,62.89,76,95,4.79,SE,overcast clouds,2021-06-07 04:22:27
323,Antalaha,-14.9003,50.2788,73.35,79,45,10.16,MG,scattered clouds,2021-06-07 04:22:27
324,Saint George,37.1041,-113.5841,90.19,8,1,17.27,US,clear sky,2021-06-07 04:22:27
325,Mbaiki,3.8678,17.9892,67.42,96,99,2.01,CF,overcast clouds,2021-06-07 04:22:28
326,Ambilobe,-13.2,49.05,70.43,88,63,3.42,MG,broken clouds,2021-06-07 04:22:28
327,Mashhad,36.297,59.6062,80.74,41,0,16.11,IR,clear sky,2021-06-07 04:22:28
328,Simao,22.7886,100.9748,77.0,77,69,2.42,CN,broken clouds,2021-06-07 04:22:29
329,Victoria,22.2855,114.1577,89.65,81,59,5.01,HK,broken clouds,2021-06-07 04:21:31
330,Portland,45.5234,-122.6762,55.98,66,46,1.01,US,scattered clouds,2021-06-07 04:22:17
331,Kijang,35.2442,129.2139,78.53,54,0,11.74,KR,clear sky,2021-06-07 04:22:29
332,Whyalla,-33.0333,137.5833,73.29,31,14,26.46,AU,few clouds,2021-06-07 04:22:30
333,Sao Joao Da Barra,-21.6403,-41.0511,72.27,89,100,9.91,BR,overcast clouds,2021-06-07 04:22:30
334,Kirkenaer,60.4564,12.0582,59.99,90,92,1.74,NO,overcast clouds,2021-06-07 04:22:30
335,Ribeira Grande,38.5167,-28.7,64.99,91,100,9.48,PT,overcast clouds,2021-06-07 04:22:31
336,Buraydah,26.326,43.975,88.25,11,27,9.13,SA,scattered clouds,2021-06-07 04:22:10
337,Ciro Marina,39.3732,17.126,67.98,72,13,5.86,IT,few clouds,2021-06-07 04:22:31
338,Lovozero,68.005,35.0117,42.89,59,28,0.2,RU,scattered clouds,2021-06-07 04:22:32
339,Victoria Falls,-17.9235,25.843,45.72,79,37,4.63,ZW,scattered clouds,2021-06-07 04:22:32
340,Naryan-Mar,67.6713,53.087,40.48,55,95,15.39,RU,overcast clouds,2021-06-07 04:22:32
341,Iqaluit,63.7506,-68.5145,31.73,93,90,3.0,CA,overcast clouds,2021-06-07 04:22:33
342,Rudnichnyy,59.617,52.4703,65.86,61,48,3.71,RU,scattered clouds,2021-06-07 04:22:33
343,Egvekinot,66.3167,-179.1667,42.15,51,4,0.72,RU,clear sky,2021-06-07 04:22:33
344,Mehamn,71.0357,27.8492,42.75,70,0,10.36,NO,clear sky,2021-06-07 04:22:34
345,Swellendam,-34.0226,20.4417,61.18,39,1,11.63,ZA,clear sky,2021-06-07 04:22:34
346,Atar,20.5169,-13.0499,88.18,17,6,14.97,MR,clear sky,2021-06-07 04:22:34
347,Ascension,30.2169,-90.9001,75.97,97,1,5.75,US,clear sky,2021-06-07 04:22:35
348,Moletai,55.2333,25.4167,59.18,84,77,4.29,LT,broken clouds,2021-06-07 04:22:35
349,Zhigansk,66.7697,123.3711,45.99,85,100,19.91,RU,moderate rain,2021-06-07 04:22:35
350,Peace River,56.2501,-117.286,53.91,76,75,8.23,CA,broken clouds,2021-06-07 04:22:36
351,Ahipara,-35.1667,173.1667,61.74,88,98,10.96,NZ,overcast clouds,2021-06-07 04:22:36
352,Mar Del Plata,-38.0023,-57.5575,51.87,70,0,4.0,AR,clear sky,2021-06-07 04:22:37
353,Jasper,37.2001,-94.3502,70.02,87,1,6.8,US,clear sky,2021-06-07 04:22:37
354,Silver City,32.7701,-108.2803,74.03,18,1,8.48,US,clear sky,2021-06-07 04:22:37
355,Mbengwi,6.0167,10.0,63.46,96,100,2.98,CM,light rain,2021-06-07 04:22:38
356,Xichang,27.8964,102.2634,67.1,90,100,1.63,CN,overcast clouds,2021-06-07 04:22:38
357,Kardla,58.9978,22.7492,62.58,72,0,5.75,EE,clear sky,2021-06-07 04:22:38
358,Salalah,17.0151,54.0924,84.29,89,75,6.91,OM,broken clouds,2021-06-07 04:22:39
359,Yar-Sale,66.8333,70.8333,41.65,52,92,9.89,RU,overcast clouds,2021-06-07 04:22:39
360,San Patricio,28.017,-97.5169,82.89,90,4,15.05,US,clear sky,2021-06-07 04:22:39
361,Teknaf,20.8624,92.3058,84.72,79,100,6.76,BD,overcast clouds,2021-06-07 04:22:40
362,Hami,42.8,93.45,78.13,10,3,11.16,CN,clear sky,2021-06-07 04:22:40
363,Provideniya,64.3833,-173.3,44.71,61,75,4.47,RU,broken clouds,2021-06-07 04:22:40
364,Calama,-22.4667,-68.9333,39.69,14,0,23.02,CL,clear sky,2021-06-07 04:22:20
365,Belyy Yar,53.6039,91.3903,64.29,63,0,5.7,RU,clear sky,2021-06-07 04:22:41
366,Kodiak,57.79,-152.4072,63.91,34,1,9.22,US,clear sky,2021-06-07 04:22:00
367,Minot,48.2325,-101.2963,64.62,32,1,11.5,US,clear sky,2021-06-07 04:22:42
368,Tual,-5.6667,132.75,81.39,79,90,13.15,ID,overcast clouds,2021-06-07 04:22:42
369,Daru,-9.0763,143.2092,78.37,89,93,17.29,PG,overcast clouds,2021-06-07 04:22:42
370,Ferrol,43.4832,-8.2369,58.26,86,23,5.95,ES,few clouds,2021-06-07 04:22:43
371,Curumani,9.1999,-73.5427,77.11,79,100,5.48,CO,overcast clouds,2021-06-07 04:22:43
372,Genhe,50.7833,121.5167,79.65,21,13,6.64,CN,few clouds,2021-06-07 04:22:43
373,Bay Roberts,47.5999,-53.2648,40.05,90,63,5.99,CA,broken clouds,2021-06-07 04:22:44
374,Kysyl-Syr,63.8986,122.7617,58.53,34,71,16.17,RU,broken clouds,2021-06-07 04:22:44
375,Kimbe,-5.5502,150.1429,83.7,76,49,4.05,PG,light rain,2021-06-07 04:22:44
376,Atasu,48.6814,71.6433,71.04,26,100,13.29,KZ,overcast clouds,2021-06-07 04:22:45
377,Bengkulu,-3.8004,102.2655,83.35,67,54,3.69,ID,broken clouds,2021-06-07 04:22:45
378,Skjervoy,70.0311,20.9714,57.2,66,18,7.23,NO,few clouds,2021-06-07 04:22:46
379,Bathsheba,13.2167,-59.5167,81.21,65,40,19.46,BB,scattered clouds,2021-06-07 04:22:46
380,Gobabis,-22.45,18.9667,43.02,69,0,13.76,NA,clear sky,2021-06-07 04:22:46
381,Buritis,-15.6178,-46.4233,71.29,60,96,2.8,BR,overcast clouds,2021-06-07 04:17:47
382,Cherskiy,68.75,161.3,71.29,33,87,20.36,RU,overcast clouds,2021-06-07 04:22:47
383,Grand Baie,-20.0182,57.5802,76.44,78,15,3.0,MU,few clouds,2021-06-07 04:22:47
384,Kuruman,-27.4524,23.4325,45.99,72,0,11.81,ZA,clear sky,2021-06-07 04:22:47
385,Bhag,29.0415,67.8239,100.0,32,0,5.99,PK,clear sky,2021-06-07 04:22:48
386,Port Shepstone,-30.7414,30.455,56.57,65,0,8.34,ZA,clear sky,2021-06-07 04:22:48
387,Marsh Harbour,26.5412,-77.0636,78.55,79,100,16.78,BS,overcast clouds,2021-06-07 04:22:48
388,Orthez,43.4884,-0.7724,60.1,95,97,3.27,FR,overcast clouds,2021-06-07 04:22:49
389,Lidkoping,58.5052,13.1577,60.55,91,82,4.83,SE,broken clouds,2021-06-07 04:22:49
390,Axim,4.8699,-2.2405,78.3,86,30,7.38,GH,light rain,2021-06-07 04:22:49
391,Bagacay,12.9821,124.1415,84.6,72,100,5.66,PH,heavy intensity rain,2021-06-07 04:22:50
392,Shakawe,-18.3667,21.85,45.68,78,3,4.85,BW,clear sky,2021-06-07 04:22:50
393,Rumonge,-3.9736,29.4386,71.47,70,83,2.75,BI,broken clouds,2021-06-07 04:22:50
394,Edgewater,28.9889,-80.9023,81.09,84,100,11.59,US,overcast clouds,2021-06-07 04:22:51
395,Ballina,-28.8667,153.5667,69.98,54,23,8.05,AU,few clouds,2021-06-07 04:22:51
396,Rameshki,57.3439,36.0453,60.57,86,59,3.36,RU,broken clouds,2021-06-07 04:22:52
397,Berezovyy,51.6667,135.7,71.01,58,83,3.56,RU,broken clouds,2021-06-07 04:22:52
398,Zastron,-30.3023,27.084,36.43,72,0,4.88,ZA,clear sky,2021-06-07 04:22:52
399,Aykhal,66.0,111.5,38.66,84,76,33.24,RU,light rain,2021-06-07 04:22:53
400,Chuy,-33.6971,-53.4616,50.22,79,11,5.97,UY,few clouds,2021-06-07 04:22:53
401,Verkhnyaya Khava,51.8404,39.9413,57.27,88,45,4.97,RU,scattered clouds,2021-06-07 04:22:53
402,Lakes Entrance,-37.8811,147.981,62.19,51,88,13.62,AU,overcast clouds,2021-06-07 04:22:54
403,Gornopravdinsk,60.05,69.9,57.18,80,99,6.49,RU,overcast clouds,2021-06-07 04:22:54
404,Xilitla,21.3333,-98.9667,77.16,66,86,3.51,MX,overcast clouds,2021-06-07 04:22:54
405,Lukang,24.0567,120.4352,86.41,82,100,7.14,TW,overcast clouds,2021-06-07 04:22:55
406,Vista,33.2,-117.2425,64.29,79,90,1.99,US,overcast clouds,2021-06-07 04:20:06
407,La Ronge,55.1001,-105.2842,53.85,71,75,0.0,CA,broken clouds,2021-06-07 04:19:33
408,Takoradi,4.8845,-1.7554,78.67,86,38,8.75,GH,light rain,2021-06-07 04:22:55
409,Clyde River,70.4692,-68.5914,35.83,87,90,16.11,CA,overcast clouds,2021-06-07 04:21:32
410,Sokoni,-6.4333,39.55,76.86,77,82,18.28,TZ,broken clouds,2021-06-07 04:22:56
411,Vuktyl,63.8567,57.3094,44.87,50,77,13.44,RU,broken clouds,2021-06-07 04:22:56
412,Klaksvik,62.2266,-6.589,49.12,92,100,4.41,FO,overcast clouds,2021-06-07 04:22:57
413,Abu Samrah,35.3029,37.1841,67.64,39,0,5.44,SY,clear sky,2021-06-07 04:22:57
414,Arlit,18.7369,7.3853,89.47,14,94,6.82,NE,overcast clouds,2021-06-07 04:22:57
415,Coihueco,-36.6167,-71.8333,39.94,100,100,1.79,CL,overcast clouds,2021-06-07 04:22:58
416,Bubaque,11.2833,-15.8333,79.21,83,100,15.9,GW,overcast clouds,2021-06-07 04:22:58
417,Najran,17.4924,44.1277,79.45,27,29,5.53,SA,scattered clouds,2021-06-07 04:22:58
418,Thrissur,10.5167,76.2167,85.98,75,38,2.3,IN,scattered clouds,2021-06-07 04:20:36
419,Japura,-0.3167,102.35,91.42,52,28,2.86,ID,scattered clouds,2021-06-07 04:22:59
420,Sabang,5.8933,95.3214,83.43,69,100,14.27,ID,overcast clouds,2021-06-07 04:22:59
421,Payakumbuh,-0.2202,100.6308,87.58,46,7,1.1,ID,clear sky,2021-06-07 04:23:00
422,Scottsbluff,41.8666,-103.6672,74.52,57,1,8.05,US,clear sky,2021-06-07 04:23:00
423,Nemuro,43.3236,145.575,70.23,84,36,6.35,JP,scattered clouds,2021-06-07 04:23:00
424,Ust-Nera,64.5667,143.2,58.87,81,100,5.86,RU,light rain,2021-06-07 04:23:01
425,Rotterdam,51.9225,4.4792,55.89,90,20,1.14,NL,few clouds,2021-06-07 04:19:57
426,San-Pedro,4.7485,-6.6363,77.95,86,65,6.44,CI,broken clouds,2021-06-07 04:23:01
427,Beringovskiy,63.05,179.3167,34.47,99,100,3.85,RU,overcast clouds,2021-06-07 04:23:02
428,Santa Luzia,-19.7697,-43.8514,65.3,82,0,3.29,BR,clear sky,2021-06-07 04:23:02
429,Gao,16.6362,1.637,85.89,39,5,13.09,ML,clear sky,2021-06-07 04:23:02
430,Ilo,-17.6394,-71.3375,62.13,84,83,5.03,PE,broken clouds,2021-06-07 04:23:03
431,Isangel,-19.55,169.2667,75.31,69,75,11.5,VU,broken clouds,2021-06-07 04:23:03
432,Paraiso,9.8383,-83.8656,67.42,96,72,1.28,CR,broken clouds,2021-06-07 04:23:03
433,Sanlucar La Mayor,37.3871,-6.2011,68.86,67,0,2.26,ES,clear sky,2021-06-07 04:23:04
434,Eureka,40.8021,-124.1637,55.58,76,100,3.0,US,overcast clouds,2021-06-07 04:23:04
435,Blackwater,-23.5833,148.8833,73.33,35,0,9.06,AU,clear sky,2021-06-07 04:23:04
436,Omsukchan,62.5333,155.8,54.16,59,99,7.61,RU,overcast clouds,2021-06-07 04:23:05
437,Mahur,25.1667,93.1167,79.86,68,93,4.63,IN,overcast clouds,2021-06-07 04:23:05
438,Xining,36.6167,101.7667,68.16,37,9,4.5,CN,clear sky,2021-06-07 04:19:49
439,Havelock,34.8791,-76.9013,77.95,92,1,1.99,US,clear sky,2021-06-07 04:23:06
440,Byron Bay,-28.65,153.6167,70.05,60,12,4.97,AU,few clouds,2021-06-07 04:23:06
441,River Falls,44.8614,-92.6238,82.49,80,44,11.5,US,scattered clouds,2021-06-07 04:23:07
442,Kavaratti,10.5669,72.642,82.62,76,100,12.62,IN,overcast clouds,2021-06-07 04:23:07
443,Saint-Joseph,-21.3667,55.6167,70.16,84,97,16.84,RE,light rain,2021-06-07 04:23:07
444,Amberley,39.2048,-84.428,72.61,90,1,6.31,US,clear sky,2021-06-07 04:23:08
445,Masuguru,-11.3667,38.4167,61.93,81,0,3.94,TZ,clear sky,2021-06-07 04:23:08
446,Pacasmayo,-7.4006,-79.5714,65.32,87,100,10.33,PE,overcast clouds,2021-06-07 04:23:08
447,Lixourion,38.2019,20.4314,73.63,61,5,1.41,GR,clear sky,2021-06-07 04:23:09
448,Roebourne,-20.7833,117.1333,80.46,34,62,15.84,AU,broken clouds,2021-06-07 04:23:09
449,Tatawin,32.9297,10.4518,74.28,83,85,15.66,TN,overcast clouds,2021-06-07 04:21:30
450,Caramay,10.1815,119.236,84.61,75,100,3.87,PH,overcast clouds,2021-06-07 04:23:09
451,Pemangkat,1.1667,108.9667,86.2,66,31,6.67,ID,scattered clouds,2021-06-07 04:21:05
452,Lata,40.1629,-8.3327,61.21,94,7,1.25,PT,clear sky,2021-06-07 04:23:10
453,Kuna,43.4918,-116.4201,64.96,36,1,4.0,US,clear sky,2021-06-07 04:23:10
454,Tautira,-17.7333,-149.15,80.62,70,5,8.01,PF,clear sky,2021-06-07 04:23:11
455,Gizo,-8.103,156.8419,84.92,68,70,3.29,SB,broken clouds,2021-06-07 04:23:11
456,Verkhoyansk,67.5447,133.385,58.91,35,100,8.25,RU,overcast clouds,2021-06-07 04:23:11
457,Chachapoyas,-6.2317,-77.869,53.78,97,96,1.92,PE,light rain,2021-06-07 04:19:05
458,Azul,-36.777,-59.8585,45.46,62,100,9.93,AR,overcast clouds,2021-06-07 04:21:13
459,Leh,34.1667,77.5833,55.13,19,0,3.27,IN,clear sky,2021-06-07 04:23:12
460,Puyang,29.4603,119.8861,87.15,37,98,4.41,CN,overcast clouds,2021-06-07 04:23:12
461,Ormara,25.2088,64.6357,84.78,67,90,7.47,PK,overcast clouds,2021-06-07 04:23:13
462,Zakopane,49.299,19.9489,51.04,83,74,0.49,PL,broken clouds,2021-06-07 04:23:13
463,Lorengau,-2.0226,147.2712,83.5,70,46,1.54,PG,scattered clouds,2021-06-07 04:23:13
464,Bela,25.9333,81.9833,102.36,26,36,10.63,IN,scattered clouds,2021-06-07 04:23:14
465,Okhotsk,59.3833,143.3,48.58,76,100,8.39,RU,overcast clouds,2021-06-07 04:23:14
466,Arman,59.7,150.1667,52.84,69,99,10.13,RU,overcast clouds,2021-06-07 04:23:14
467,Deputatskiy,69.3,139.9,50.4,42,88,14.43,RU,overcast clouds,2021-06-07 04:23:15
468,Dawei,14.0833,98.2,76.75,93,100,3.69,MM,overcast clouds,2021-06-07 04:23:15
469,Ciudad Bolivar,8.1222,-63.5497,76.51,83,24,11.88,VE,few clouds,2021-06-07 04:23:15
470,Machinga,-15.1685,35.3,55.72,90,90,3.38,MW,overcast clouds,2021-06-07 04:23:16
